id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,landMark
443,Bedford Ave & S 9 St,19,23,40.70853074,-73.96408963,In Service,1,4,Bedford Ave & S 9 St,,,,,,false,2020-02-22 10:49:32 AM,
445,E 10 St & Avenue A,16,79,40.72740794,-73.98142006,In Service,1,59,E 10 St & Avenue A,,,,,,false,2020-02-22 10:50:26 AM,
446,W 24 St & 7 Ave,23,47,40.74487634,-73.99529885,In Service,1,23,W 24 St & 7 Ave,,,,,,false,2020-02-22 10:48:52 AM,
447,8 Ave & W 52 St,6,31,40.76370739,-73.9851615,In Service,1,24,8 Ave & W 52 St,,,,,,false,2020-02-22 10:48:20 AM,
448,W 37 St & 10 Ave,18,27,40.75660359,-73.9979009,In Service,1,9,W 37 St & 10 Ave,,,,,,false,2020-02-22 10:49:26 AM,
450,W 49 St & 8 Ave,32,67,40.76227205,-73.98788205,In Service,1,34,W 49 St & 8 Ave,,,,,,false,2020-02-22 10:46:33 AM,
453,W 22 St & 8 Ave,18,66,40.74475148,-73.99915362,In Service,1,47,W 22 St & 8 Ave,,,,,,false,2020-02-22 10:49:20 AM,
454,E 51 St & 1 Ave,32,35,40.75455731,-73.96592976,In Service,1,3,E 51 St & 1 Ave,,,,,,false,2020-02-22 10:50:12 AM,
455,1 Ave & E 44 St,58,59,40.75001986,-73.96905301,In Service,1,1,1 Ave & E 44 St,,,,,,false,2020-02-22 10:49:05 AM,
456,E 53 St & Madison Ave,23,35,40.7597108,-73.97402311,In Service,1,11,E 53 St & Madison Ave,,,,,,false,2020-02-22 10:50:02 AM,
458,11 Ave & W 27 St,25,31,40.751396,-74.005226,In Service,1,6,11 Ave & W 27 St,,,,,,false,2020-02-22 10:49:02 AM,
459,W 20 St & 11 Ave,1,49,40.746745,-74.007756,In Service,1,45,W 20 St & 11 Ave,,,,,,false,2020-02-22 10:49:46 AM,
460,S 4 St & Wythe Ave,4,25,40.71285887,-73.96590294,In Service,1,21,S 4 St & Wythe Ave,,,,,,false,2020-02-22 10:49:06 AM,
461,E 20 St & 2 Ave,11,56,40.73587678,-73.98205027,In Service,1,44,E 20 St & 2 Ave,,,,,,false,2020-02-22 10:49:40 AM,
462,W 22 St & 10 Ave,27,47,40.74691959,-74.00451887,In Service,1,20,W 22 St & 10 Ave,,,,,,false,2020-02-22 10:49:05 AM,
464,E 56 St & 3 Ave,30,53,40.75934501,-73.96759673,In Service,1,23,E 56 St & 3 Ave,,,,,,false,2020-02-22 10:47:57 AM,
465,Broadway & W 41 St,24,39,40.75513557,-73.98658032,In Service,1,15,Broadway & W 41 St,,,,,,false,2020-02-22 10:50:20 AM,
466,W 25 St & 6 Ave,4,35,40.74395411,-73.99144871,In Service,1,20,W 25 St & 6 Ave,,,,,,false,2020-02-22 10:48:39 AM,
467,Dean St & 4 Ave,0,34,40.68312489,-73.97895137,In Service,1,33,Dean St & 4 Ave,,,,,,false,2020-02-22 10:47:51 AM,
468,Broadway & W 56 St,47,65,40.7652654,-73.98192338,In Service,1,16,Broadway & W 56 St,,,,,,false,2020-02-22 10:47:26 AM,
469,Broadway & W 53 St,47,57,40.76344058,-73.98268129,In Service,1,9,Broadway & W 53 St,,,,,,false,2020-02-22 10:48:37 AM,
470,W 20 St & 8 Ave,27,72,40.74345335,-74.00004031,In Service,1,44,W 20 St & 8 Ave,,,,,,false,2020-02-22 10:48:44 AM,
471,Grand St & Havemeyer St,28,31,40.71286844,-73.95698119,In Service,1,3,Grand St & Havemeyer St,,,,,,false,2020-02-22 10:48:40 AM,
472,E 32 St & Park Ave,38,55,40.7457121,-73.98194829,In Service,1,17,E 32 St & Park Ave,,,,,,false,2020-02-22 10:49:32 AM,
473,Rivington St & Chrystie St,15,50,40.72110063,-73.9919254,In Service,1,33,Rivington St & Chrystie St,,,,,,false,2020-02-22 10:46:57 AM,
474,5 Ave & E 29 St,40,56,40.7451677,-73.98683077,In Service,1,16,5 Ave & E 29 St,,,,,,false,2020-02-22 10:50:07 AM,
476,E 31 St & 3 Ave,12,47,40.74394314,-73.97966069,In Service,1,30,E 31 St & 3 Ave,,,,,,false,2020-02-22 10:48:45 AM,
477,W 41 St & 8 Ave,5,71,40.75640548,-73.9900262,In Service,1,64,W 41 St & 8 Ave,,,,,,false,2020-02-22 10:50:18 AM,
478,11 Ave & W 41 St,11,37,40.76030096,-73.99884222,In Service,1,24,11 Ave & W 41 St,,,,,,false,2020-02-22 10:49:43 AM,
479,9 Ave & W 45 St,21,31,40.76019252,-73.9912551,In Service,1,3,9 Ave & W 45 St,,,,,,false,2020-02-22 10:49:39 AM,
480,W 53 St & 10 Ave,8,29,40.76669671,-73.99061728,In Service,1,20,W 53 St & 10 Ave,,,,,,false,2020-02-22 10:49:40 AM,
481,S 3 St & Bedford Ave,12,25,40.71260486,-73.96264403,In Service,1,13,S 3 St & Bedford Ave,,,,,,false,2020-02-22 10:48:59 AM,
482,W 15 St & 7 Ave,19,77,40.73935542,-73.99931783,In Service,1,55,W 15 St & 7 Ave,,,,,,false,2020-02-22 10:50:22 AM,
483,E 12 St & 3 Ave,17,34,40.73223272,-73.98889957,In Service,1,16,E 12 St & 3 Ave,,,,,,false,2020-02-22 10:47:19 AM,
484,W 44 St & 5 Ave,35,46,40.75500254,-73.98014437,In Service,1,10,W 44 St & 5 Ave,,,,,,false,2020-02-22 10:49:17 AM,
485,W 37 St & 5 Ave,16,40,40.75038009,-73.98338988,In Service,1,23,W 37 St & 5 Ave,,,,,,false,2020-02-22 10:46:43 AM,
486,Broadway & W 29 St,21,41,40.7462009,-73.98855723,In Service,1,20,Broadway & W 29 St,,,,,,false,2020-02-22 10:49:36 AM,
487,E 20 St & FDR Drive,21,34,40.73314259,-73.97573881,In Service,1,11,E 20 St & FDR Drive,,,,,,false,2020-02-22 10:48:44 AM,
489,10 Ave & W 28 St,37,49,40.75066386,-74.00176802,In Service,1,10,10 Ave & W 28 St,,,,,,false,2020-02-22 10:47:33 AM,
490,8 Ave & W 33 St,6,66,40.751551,-73.993934,In Service,1,56,8 Ave & W 33 St,,,,,,false,2020-02-22 10:46:48 AM,
491,E 24 St & Park Ave S,33,51,40.74096374,-73.98602213,In Service,1,16,E 24 St & Park Ave S,,,,,,false,2020-02-22 10:47:11 AM,
492,W 33 St & 7 Ave,24,68,40.75019995,-73.99093085,In Service,1,43,W 33 St & 7 Ave,,,,,,false,2020-02-22 10:49:31 AM,
493,W 45 St & 6 Ave,4,34,40.7568001,-73.98291153,In Service,1,28,W 45 St & 6 Ave,,,,,,false,2020-02-22 10:47:12 AM,
494,W 26 St & 8 Ave,43,66,40.74734825,-73.99723551,In Service,1,23,W 26 St & 8 Ave,,,,,,false,2020-02-22 10:50:00 AM,
495,W 47 St & 10 Ave,21,39,40.76269882,-73.99301222,In Service,1,18,W 47 St & 10 Ave,,,,,,false,2020-02-22 10:49:09 AM,
496,E 16 St & 5 Ave,14,47,40.73726186,-73.99238967,In Service,1,30,E 16 St & 5 Ave,,,,,,false,2020-02-22 10:49:15 AM,
497,E 17 St & Broadway,11,66,40.73704984,-73.99009296,In Service,1,54,E 17 St & Broadway,,,,,,false,2020-02-22 10:49:56 AM,
499,Broadway & W 60 St,5,36,40.76915505,-73.98191841,In Service,1,30,Broadway & W 60 St,,,,,,false,2020-02-22 10:50:17 AM,
500,Broadway & W 51 St,39,52,40.76228826,-73.98336183,In Service,1,13,Broadway & W 51 St,,,,,,false,2020-02-22 10:49:50 AM,
501,FDR Drive & E 35 St,6,79,40.744219,-73.97121214,In Service,1,70,FDR Drive & E 35 St,,,,,,false,2020-02-22 10:50:26 AM,
502,Henry St & Grand St,16,36,40.714211,-73.981095,In Service,1,19,Henry St & Grand St,,,,,,false,2020-02-22 10:47:49 AM,
503,E 20 St & Park Ave,15,31,40.73827428,-73.98751968,In Service,1,15,E 20 St & Park Ave,,,,,,false,2020-02-22 10:47:24 AM,
504,1 Ave & E 16 St,44,54,40.73221853,-73.98165557,In Service,1,10,1 Ave & E 16 St,,,,,,false,2020-02-22 10:49:52 AM,
505,6 Ave & W 33 St,12,52,40.74901271,-73.98848395,In Service,1,40,6 Ave & W 33 St,,,,,,false,2020-02-22 10:49:45 AM,
507,E 25 St & 2 Ave,22,45,40.73912601,-73.97973776,In Service,1,21,E 25 St & 2 Ave,,,,,,false,2020-02-22 10:50:05 AM,
508,W 46 St & 11 Ave,6,25,40.76341379,-73.99667444,In Service,1,17,W 46 St & 11 Ave,,,,,,false,2020-02-22 10:47:41 AM,
509,9 Ave & W 22 St,29,61,40.7454973,-74.00197139,In Service,1,30,9 Ave & W 22 St,,,,,,false,2020-02-22 10:50:14 AM,
513,W 56 St & 10 Ave,17,29,40.768254,-73.988639,In Service,1,12,W 56 St & 10 Ave,,,,,,false,2020-02-22 10:48:26 AM,
514,12 Ave & W 40 St,6,52,40.76087502,-74.00277668,In Service,1,46,12 Ave & W 40 St,,,,,,false,2020-02-22 10:49:33 AM,
515,W 43 St & 10 Ave,10,35,40.76009437,-73.99461843,In Service,1,23,W 43 St & 10 Ave,,,,,,false,2020-02-22 10:50:12 AM,
516,E 47 St & 1 Ave,21,31,40.75206862,-73.96784384,In Service,1,10,E 47 St & 1 Ave,,,,,,false,2020-02-22 10:48:22 AM,
517,Pershing Square South,36,69,40.751581,-73.97791,In Service,1,32,Pershing Square South,,,,,,false,2020-02-22 10:47:52 AM,
518,E 39 St & 2 Ave,24,39,40.74780373,-73.9734419,In Service,1,13,E 39 St & 2 Ave,,,,,,false,2020-02-22 10:48:50 AM,
519,Pershing Square North,12,69,40.751873,-73.977706,In Service,1,56,Pershing Square North,,,,,,false,2020-02-22 10:47:16 AM,
520,W 52 St & 5 Ave,33,41,40.75992262,-73.97648516,In Service,1,7,W 52 St & 5 Ave,,,,,,false,2020-02-22 10:48:17 AM,
522,E 51 St & Lexington Ave,34,51,40.75714758,-73.97207836,In Service,1,16,E 51 St & Lexington Ave,,,,,,false,2020-02-22 10:47:09 AM,
523,W 38 St & 8 Ave,15,51,40.75466591,-73.99138152,In Service,1,35,W 38 St & 8 Ave,,,,,,false,2020-02-22 10:49:39 AM,
525,W 34 St & 11 Ave,27,56,40.75594159,-74.0021163,In Service,1,29,W 34 St & 11 Ave,,,,,,false,2020-02-22 10:48:29 AM,
526,E 33 St & 5 Ave,29,40,40.74765947,-73.98490707,In Service,1,10,E 33 St & 5 Ave,,,,,,false,2020-02-22 10:48:49 AM,
528,2 Ave & E 31 St,13,39,40.74290902,-73.97706058,In Service,1,24,2 Ave & E 31 St,,,,,,false,2020-02-22 10:50:20 AM,
529,W 42 St & 8 Ave,15,41,40.7575699,-73.99098507,In Service,1,25,W 42 St & 8 Ave,,,,,,false,2020-02-22 10:48:43 AM,
530,11 Ave & W 59 St,7,24,40.77149671054441,-73.99046033620834,In Service,1,15,11 Ave & W 59 St,,,,,,false,2020-02-22 10:47:25 AM,
531,Forsyth St & Broome St,15,39,40.71893904,-73.99266288,In Service,1,23,Forsyth St & Broome St,,,,,,false,2020-02-22 10:46:56 AM,
532,S 5 Pl & S 5 St,17,43,40.710451,-73.960876,In Service,1,26,S 5 Pl & S 5 St,,,,,,false,2020-02-22 10:49:43 AM,
533,Broadway & W 38 St,39,46,40.75299641,-73.98721619,In Service,1,6,Broadway & W 38 St,,,,,,false,2020-02-22 10:49:33 AM,
534,Water - Whitehall Plaza,5,31,40.70255065,-74.0127234,In Service,1,26,Water - Whitehall Plaza,,,,,,false,2020-02-22 10:49:22 AM,
536,1 Ave & E 30 St,20,29,40.74144387,-73.97536082,In Service,1,9,1 Ave & E 30 St,,,,,,false,2020-02-22 10:48:28 AM,
539,Metropolitan Ave & Bedford Ave,0,31,40.71534825,-73.96024116,In Service,1,29,Metropolitan Ave & Bedford Ave,,,,,,false,2020-02-22 10:47:15 AM,
540,Lexington Ave & E 29 St,17,30,40.74311555376486,-73.98215353488922,In Service,1,11,Lexington Ave & E 29 St,,,,,,false,2020-02-22 10:49:35 AM,
545,E 23 St & 1 Ave,16,27,40.736502,-73.97809472,In Service,1,10,E 23 St & 1 Ave,,,,,,false,2020-02-22 10:50:13 AM,
546,E 30 St & Park Ave S,36,45,40.74444921,-73.98303529,In Service,1,8,E 30 St & Park Ave S,,,,,,false,2020-02-22 10:47:58 AM,
2000,Front St & Washington St,17,30,40.70255088,-73.98940236,In Service,1,13,Front St & Washington St,,,,,,false,2020-02-22 10:50:17 AM,
2002,Wythe Ave & Metropolitan Ave,0,27,40.716887,-73.963198,In Service,1,27,Wythe Ave & Metropolitan Ave,,,,,,false,2020-02-22 10:49:55 AM,
2003,1 Ave & E 18 St,44,54,40.733812191966315,-73.98054420948029,In Service,1,8,1 Ave & E 18 St,,,,,,false,2020-02-22 10:47:39 AM,
2005,Railroad Ave & Kay Ave,4,12,40.70531194,-73.97100056,In Service,1,7,Railroad Ave & Kay Ave,,,,,,false,2020-02-22 10:46:50 AM,
2006,Central Park S & 6 Ave,20,49,40.76590936,-73.97634151,In Service,1,28,Central Park S & 6 Ave,,,,,,false,2020-02-22 10:47:24 AM,
2008,Little West St & 1 Pl,4,24,40.70569254,-74.01677685,In Service,1,20,Little West St & 1 Pl,,,,,,false,2020-02-22 10:49:43 AM,
2009,Catherine St & Monroe St,9,35,40.71117444,-73.99682619,In Service,1,26,Catherine St & Monroe St,,,,,,false,2020-02-22 10:49:38 AM,
2010,Grand St & Greene St,16,39,40.72170005235607,-74.00238141417502,In Service,1,22,Grand St & Greene St,,,,,,false,2020-02-22 10:48:15 AM,
2012,E 27 St & 1 Ave,25,36,40.739445,-73.976806,In Service,1,8,E 27 St & 1 Ave,,,,,,false,2020-02-22 10:49:52 AM,
2017,E 43 St & 2 Ave,37,39,40.75022392,-73.97121414,In Service,1,2,E 43 St & 2 Ave,,,,,,false,2020-02-22 10:49:33 AM,
2021,W 45 St & 8 Ave,12,43,40.75929124,-73.98859651,In Service,1,29,W 45 St & 8 Ave,,,,,,false,2020-02-22 10:46:42 AM,
2022,E 60 St & York Ave,19,33,40.759107,-73.959223,In Service,1,14,E 60 St & York Ave,,,,,,false,2020-02-22 10:47:53 AM,
3002,South End Ave & Liberty St,4,25,40.711512,-74.015756,In Service,1,18,South End Ave & Liberty St,,,,,,false,2020-02-22 10:47:18 AM,
3016,Kent Ave & N 7 St,14,54,40.72036775298455,-73.96165072917938,In Service,1,39,Kent Ave & N 7 St,,,,,,false,2020-02-22 10:48:50 AM,
3041,Kingston Ave & Herkimer St,20,24,40.67890679,-73.94142771,In Service,1,4,Kingston Ave & Herkimer St,,,,,,false,2020-02-22 10:47:01 AM,
3042,Fulton St & Utica Ave,14,19,40.6794268,-73.9298911,In Service,1,5,Fulton St & Utica Ave,,,,,,false,2020-02-22 10:49:29 AM,
3043,Lewis Ave & Decatur St,14,19,40.6814598,-73.934903,In Service,1,5,Lewis Ave & Decatur St,,,,,,false,2020-02-22 10:49:31 AM,
3044,Albany Ave & Fulton St,27,27,40.6800105,-73.938475,In Service,1,0,Albany Ave & Fulton St,,,,,,false,2020-02-22 10:49:24 AM,
3046,Marcus Garvey Blvd & Macon St,5,19,40.682601,-73.938037,In Service,1,13,Marcus Garvey Blvd & Macon St,,,,,,false,2020-02-22 10:46:54 AM,
3047,Halsey St & Tompkins Ave,16,21,40.6823687,-73.944118,In Service,1,4,Halsey St & Tompkins Ave,,,,,,false,2020-02-22 10:48:46 AM,
3048,Putnam Ave & Nostrand Ave,17,19,40.68402,-73.94977,In Service,1,2,Putnam Ave & Nostrand Ave,,,,,,false,2020-02-22 10:48:47 AM,
3049,Cambridge Pl & Gates Ave,12,18,40.68488,-73.96304,In Service,1,6,Cambridge Pl & Gates Ave,,,,,,false,2020-02-22 10:47:36 AM,
3050,Putnam Ave & Throop Ave,19,21,40.6851532,-73.94111,In Service,1,1,Putnam Ave & Throop Ave,,,,,,false,2020-02-22 10:46:52 AM,
3052,Lewis Ave & Madison St,23,23,40.686312,-73.935775,In Service,1,0,Lewis Ave & Madison St,,,,,,false,2020-02-22 10:50:01 AM,
3053,Marcy Ave & Lafayette Ave,22,23,40.6900815,-73.947915,In Service,1,0,Marcy Ave & Lafayette Ave,,,,,,false,2020-02-22 10:48:31 AM,
3054,Greene Ave & Throop Ave,18,19,40.6894932,-73.942061,In Service,1,1,Greene Ave & Throop Ave,,,,,,false,2020-02-22 10:47:38 AM,
3055,Greene Ave & Nostrand Ave,20,23,40.6883337,-73.950916,In Service,1,3,Greene Ave & Nostrand Ave,,,,,,false,2020-02-22 10:50:09 AM,
3056,Kosciuszko St & Nostrand Ave,19,23,40.69072549,-73.95133465,In Service,1,3,Kosciuszko St & Nostrand Ave,,,,,,false,2020-02-22 10:50:09 AM,
3057,Kosciuszko St & Tompkins Ave,13,18,40.69128258,-73.9452416,In Service,1,5,Kosciuszko St & Tompkins Ave,,,,,,false,2020-02-22 10:46:50 AM,
3058,Lewis Ave & Kosciuszko St,22,24,40.69237074,-73.93705428,In Service,1,2,Lewis Ave & Kosciuszko St,,,,,,false,2020-02-22 10:50:21 AM,
3059,Pulaski St & Marcus Garvey Blvd,19,19,40.6933982,-73.939877,In Service,1,0,Pulaski St & Marcus Garvey Blvd,,,,,,false,2020-02-22 10:50:20 AM,
3060,Willoughby Ave & Tompkins Ave,11,19,40.69425403,-73.94626915,In Service,1,7,Willoughby Ave & Tompkins Ave,,,,,,false,2020-02-22 10:46:57 AM,
3061,Throop Ave & Myrtle Ave,19,21,40.69622937,-73.94371094,In Service,1,2,Throop Ave & Myrtle Ave,,,,,,false,2020-02-22 10:46:47 AM,
3062,Myrtle Ave & Marcy Ave,11,23,40.69539817,-73.94954908,In Service,1,12,Myrtle Ave & Marcy Ave,,,,,,false,2020-02-22 10:48:46 AM,
3063,Nostrand Ave & Myrtle Ave,11,20,40.69527008,-73.95238108,In Service,1,9,Nostrand Ave & Myrtle Ave,,,,,,false,2020-02-22 10:49:29 AM,
3064,Myrtle Ave & Lewis Ave,23,23,40.69681963,-73.93756926,In Service,1,0,Myrtle Ave & Lewis Ave,,,,,,false,2020-02-22 10:49:29 AM,
3065,Union Ave & Wallabout St,24,31,40.70029511,-73.95032283,In Service,1,6,Union Ave & Wallabout St,,,,,,false,2020-02-22 10:49:45 AM,
3066,Tompkins Ave & Hopkins St,6,19,40.69957608,-73.94708417,In Service,1,13,Tompkins Ave & Hopkins St,,,,,,false,2020-02-22 10:46:32 AM,
3067,Broadway & Whipple St,23,27,40.7016657,-73.9437303,In Service,1,4,Broadway & Whipple St,,,,,,false,2020-02-22 10:49:48 AM,
3068,Humboldt St & Varet St,34,42,40.7031724,-73.940636,In Service,1,8,Humboldt St & Varet St,,,,,,false,2020-02-22 10:48:36 AM,
3069,Lorimer St & Broadway,24,29,40.70411791,-73.94818595,In Service,1,5,Lorimer St & Broadway,,,,,,false,2020-02-22 10:50:26 AM,
3070,McKibbin St & Manhattan Ave,19,23,40.70510918,-73.94407279,In Service,1,4,McKibbin St & Manhattan Ave,,,,,,false,2020-02-22 10:47:21 AM,
3071,Boerum St & Broadway,8,19,40.70538077,-73.94976519,In Service,1,11,Boerum St & Broadway,,,,,,false,2020-02-22 10:50:11 AM,
3072,Leonard St & Boerum St,23,24,40.70583339,-73.94644578,In Service,1,1,Leonard St & Boerum St,,,,,,false,2020-02-22 10:49:24 AM,
3074,Montrose Ave & Bushwick Ave,40,42,40.70767788,-73.94016171,In Service,1,2,Montrose Ave & Bushwick Ave,,,,,,false,2020-02-22 10:49:24 AM,
3075,Division Ave & Marcy Ave,28,33,40.70708701,-73.95796783,In Service,1,5,Division Ave & Marcy Ave,,,,,,false,2020-02-22 10:47:54 AM,
3076,Scholes St & Manhattan Ave,26,36,40.70870368,-73.9448625,In Service,1,10,Scholes St & Manhattan Ave,,,,,,false,2020-02-22 10:49:59 AM,
3077,Stagg St & Union Ave,31,33,40.70877084,-73.95095259,In Service,1,2,Stagg St & Union Ave,,,,,,false,2020-02-22 10:46:30 AM,
3078,Broadway & Roebling St,23,26,40.70924826276157,-73.96063148975372,In Service,1,2,Broadway & Roebling St,,,,,,false,2020-02-22 10:49:26 AM,
3080,S 4 St & Rodney St,20,21,40.70934,-73.95608,In Service,1,1,S 4 St & Rodney St,,,,,,false,2020-02-22 10:49:00 AM,
3081,Graham Ave & Grand St,19,29,40.711863,-73.944024,In Service,1,9,Graham Ave & Grand St,,,,,,false,2020-02-22 10:47:06 AM,
3082,Hope St & Union Ave,21,25,40.71167351,-73.95141312,In Service,1,4,Hope St & Union Ave,,,,,,false,2020-02-22 10:50:22 AM,
3083,Bushwick Ave & Powers St,31,32,40.71247661,-73.94100005,In Service,1,1,Bushwick Ave & Powers St,,,,,,false,2020-02-22 10:47:34 AM,
3085,Roebling St & N 4 St,14,25,40.71469,-73.95739,In Service,1,11,Roebling St & N 4 St,,,,,,false,2020-02-22 10:49:48 AM,
3086,Graham Ave & Conselyea St,8,30,40.715143,-73.944507,In Service,1,21,Graham Ave & Conselyea St,,,,,,false,2020-02-22 10:49:14 AM,
3087,Metropolitan Ave & Meeker Ave,30,30,40.71413311,-73.95234386,In Service,1,0,Metropolitan Ave & Meeker Ave,,,,,,false,2020-02-22 10:47:57 AM,
3088,Union Ave & Jackson St,5,19,40.7160751,-73.952029,In Service,1,14,Union Ave & Jackson St,,,,,,false,2020-02-22 10:49:09 AM,
3092,Berry St & N 8 St,24,27,40.7190095,-73.95852515,In Service,1,3,Berry St & N 8 St,,,,,,false,2020-02-22 10:47:53 AM,
3093,N 6 St & Bedford Ave,15,28,40.71745169,-73.95850939,In Service,1,13,N 6 St & Bedford Ave,,,,,,false,2020-02-22 10:49:50 AM,
3094,Graham Ave & Withers St,18,18,40.7169811,-73.94485918,In Service,1,0,Graham Ave & Withers St,,,,,,false,2020-02-22 10:48:34 AM,
3095,Graham Ave & Herbert St,26,26,40.71929301,-73.94500379,In Service,1,0,Graham Ave & Herbert St,,,,,,false,2020-02-22 10:48:40 AM,
3096,Union Ave & N 12 St,1,39,40.71924,-73.95242,In Service,1,38,Union Ave & N 12 St,,,,,,false,2020-02-22 10:48:28 AM,
3100,Nassau Ave & Newell St,38,51,40.724812564400175,-73.94752621650696,In Service,1,13,Nassau Ave & Newell St,,,,,,false,2020-02-22 10:49:38 AM,
3101,N 12 St & Bedford Ave,0,27,40.72079821,-73.95484712,In Service,1,27,N 12 St & Bedford Ave,,,,,,false,2020-02-22 10:47:43 AM,
3102,Driggs Ave & Lorimer St,17,27,40.72179134,-73.9504154,In Service,1,9,Driggs Ave & Lorimer St,,,,,,false,2020-02-22 10:49:55 AM,
3105,N 15 St & Wythe Ave,0,24,40.724055,-73.955736,In Service,1,23,N 15 St & Wythe Ave,,,,,,false,2020-02-22 10:48:13 AM,
3106,Driggs Ave & N Henry St,19,22,40.72325,-73.94308,In Service,1,3,Driggs Ave & N Henry St,,,,,,false,2020-02-22 10:47:07 AM,
3107,Bedford Ave & Nassau Ave,2,39,40.72311651,-73.95212324,In Service,1,37,Bedford Ave & Nassau Ave,,,,,,false,2020-02-22 10:49:38 AM,
3108,Nassau Ave & Russell St,42,51,40.72557,-73.94434,In Service,1,8,Nassau Ave & Russell St,,,,,,false,2020-02-22 10:46:36 AM,
3109,Banker St & Meserole Ave,14,31,40.72606,-73.95621,In Service,1,17,Banker St & Meserole Ave,,,,,,false,2020-02-22 10:46:54 AM,
3110,Meserole Ave & Manhattan Ave,2,28,40.72708584,-73.95299117,In Service,1,26,Meserole Ave & Manhattan Ave,,,,,,false,2020-02-22 10:47:19 AM,
3112,Milton St & Franklin St,19,33,40.72906,-73.95779,In Service,1,14,Milton St & Franklin St,,,,,,false,2020-02-22 10:48:54 AM,
3113,Greenpoint Ave & Manhattan Ave,16,27,40.73026,-73.95394,In Service,1,11,Greenpoint Ave & Manhattan Ave,,,,,,false,2020-02-22 10:49:35 AM,
3115,India St & Manhattan Ave,24,50,40.73232194,-73.9550858,In Service,1,26,India St & Manhattan Ave,,,,,,false,2020-02-22 10:47:06 AM,
3116,Huron St & Franklin St,30,35,40.73266,-73.95826,In Service,1,5,Huron St & Franklin St,,,,,,false,2020-02-22 10:47:47 AM,
3117,Franklin St & Dupont St,21,27,40.73564,-73.95866,In Service,1,6,Franklin St & Dupont St,,,,,,false,2020-02-22 10:50:28 AM,
3118,McGuinness Blvd & Eagle St,40,42,40.73555,-73.95284,In Service,1,1,McGuinness Blvd & Eagle St,,,,,,false,2020-02-22 10:48:14 AM,
3119,Vernon Blvd & 50 Ave,18,45,40.74232744,-73.95411749,In Service,1,26,Vernon Blvd & 50 Ave,,,,,,false,2020-02-22 10:48:05 AM,
3121,Jackson Ave & 46 Rd,1,27,40.74524768,-73.94733276,In Service,1,26,Jackson Ave & 46 Rd,,,,,,false,2020-02-22 10:47:36 AM,
3122,48 Ave & 5 St,2,31,40.744363287066875,-73.9558732509613,In Service,1,29,48 Ave & 5 St,,,,,,false,2020-02-22 10:47:07 AM,
3123,31 St & Thomson Ave,16,27,40.74469738,-73.93540375,In Service,1,11,31 St & Thomson Ave,,,,,,false,2020-02-22 10:49:50 AM,
3124,46 Ave & 5 St,6,27,40.74731,-73.95451,In Service,1,21,46 Ave & 5 St,,,,,,false,2020-02-22 10:47:28 AM,
3125,45 Rd & 11 St,0,23,40.74708586,-73.94977234,In Service,1,21,45 Rd & 11 St,,,,,,false,2020-02-22 10:47:14 AM,
3126,44 Dr & Jackson Ave,6,34,40.74718234,-73.9432635,In Service,1,28,44 Dr & Jackson Ave,,,,,,false,2020-02-22 10:50:05 AM,
3127,9 St & 44 Rd,4,35,40.74966,-73.9521,In Service,1,31,9 St & 44 Rd,,,,,,false,2020-02-22 10:47:18 AM,
3128,21 St & 43 Ave,12,23,40.75052534,-73.94594845,In Service,1,11,21 St & 43 Ave,,,,,,false,2020-02-22 10:48:14 AM,
3129,Queens Plaza North & Crescent St,15,31,40.75110165,-73.94073717,In Service,1,16,Queens Plaza North & Crescent St,,,,,,false,2020-02-22 10:50:10 AM,
3130,21 St & Queens Plaza North,4,31,40.75325964,-73.94335788,In Service,1,27,21 St & Queens Plaza North,,,,,,false,2020-02-22 10:50:18 AM,
3131,E 68 St & 3 Ave,27,31,40.76712840349542,-73.96224617958069,In Service,1,4,E 68 St & 3 Ave,,,,,,false,2020-02-22 10:49:21 AM,
3132,E 59 St & Madison Ave,33,35,40.76350532,-73.97109243,In Service,1,2,E 59 St & Madison Ave,,,,,,false,2020-02-22 10:46:44 AM,
3134,3 Ave & E 62 St,14,51,40.76312584,-73.96526895,In Service,1,35,3 Ave & E 62 St,,,,,,false,2020-02-22 10:45:54 AM,
3135,E 75 St & 3 Ave,25,41,40.77112927,-73.95772297,In Service,1,15,E 75 St & 3 Ave,,,,,,false,2020-02-22 10:46:38 AM,
3136,5 Ave & E 63 St,14,47,40.766368,-73.971518,In Service,1,30,5 Ave & E 63 St,,,,,,false,2020-02-22 10:50:26 AM,
3137,5 Ave & E 73 St,12,31,40.77282817,-73.96685276,In Service,1,17,5 Ave & E 73 St,,,,,,false,2020-02-22 10:49:04 AM,
3139,E 72 St & Park Ave,27,43,40.77118287540658,-73.96409422159195,In Service,1,16,E 72 St & Park Ave,,,,,,false,2020-02-22 10:49:55 AM,
3140,1 Ave & E 78 St,26,55,40.77140426,-73.9535166,In Service,1,29,1 Ave & E 78 St,,,,,,false,2020-02-22 10:47:22 AM,
3141,1 Ave & E 68 St,28,59,40.76500525,-73.95818491,In Service,1,30,1 Ave & E 68 St,,,,,,false,2020-02-22 10:50:21 AM,
3142,1 Ave & E 62 St,6,41,40.7612274,-73.96094022,In Service,1,30,1 Ave & E 62 St,,,,,,false,2020-02-22 10:47:45 AM,
